Name,CGPA,Budget_Prefrence,Education_Level,Country_Preference,Domain_Area
Person116,3.21,2500.0,Bachelor,UK,Medical Science
Person117,3.33,8500.0,PhD,Australia,Physics
Person118,3.11,500.0,Master,USA,Fine Arts
Person119,3.76,4000.0,Bachelor,Australia,Finance
Person120,2.94,2000.0,Bachelor,UK,Medical Science
Person121,3.82,6500.0,Bachelor,Canada,Chemistry
Person122,3.74,7000.0,Master,UK,Electrical Engineering
Person123,2.58,5500.0,Bachelor,Australia,Medical Research
Person124,3.2,8000.0,Bachelor,UK,Medical Science
Person125,3.67,8500.0,Master,Australia,Physics
Person126,3.84,5000.0,Bachelor,Australia,Fine Arts
Person127,3.08,9000.0,Bachelor,Canada,Fine Arts
Person128,3.36,3500.0,PhD,UK,Physics
Person129,3.96,5500.0,PhD,Canada,Medical Science
Person130,3.3,5000.0,PhD,UK,Business Administration
Person131,2.51,3000.0,PhD,USA,Computer Science
Person132,3.56,7000.0,Master,Australia,Business Administration
Person133,3.53,6000.0,Bachelor,USA,Business Administration
Person134,3.26,3500.0,Master,USA,Medical Science
Person135,3.65,2500.0,Master,Canada,Finance
Person136,3.59,1500.0,Bachelor,Canada,Medical Science
Person137,2.79,4500.0,Master,Canada,Chemistry
Person138,3.15,1000.0,PhD,USA,Physics
Person139,3.78,1500.0,Bachelor,UK,Physics
Person140,2.6,500.0,Master,USA,Business Administration
Person141,2.82,7000.0,Master,Australia,Medical Science
Person142,2.77,1000.0,Master,UK,Business Administration
Person143,3.27,1500.0,PhD,USA,Medical Science
Person144,2.53,4000.0,PhD,Canada,Medical Science
Person145,2.96,500.0,Bachelor,UK,Electrical Engineering
Person146,3.1,4000.0,PhD,Canada,Finance
Person147,2.59,5000.0,Bachelor,UK,Physics
Person148,3.12,2000.0,Master,Canada,Electrical Engineering
Person149,3.54,7000.0,Master,Australia,Electrical Engineering
Person150,2.91,2000.0,Master,Canada,Finance
Person151,3.96,2000.0,PhD,UK,History
Person152,2.77,7500.0,PhD,UK,History
Person153,3.28,3000.0,Master,Australia,Electrical Engineering
Person154,3.24,6500.0,PhD,Australia,Business Administration
Person155,2.84,1500.0,Master,Australia,History
Person156,3.11,6500.0,Bachelor,Australia,Electrical Engineering
Person157,2.93,5000.0,Master,UK,Physics
Person158,3.86,5000.0,PhD,Canada,Computer Science
Person159,3.77,6500.0,Bachelor,USA,Chemistry
Person160,2.66,8500.0,Bachelor,Australia,Computer Science
Person161,3.02,2000.0,PhD,UK,History
Person162,3.56,1000.0,PhD,Canada,Finance
Person163,3.11,5000.0,PhD,USA,Fine Arts
Person164,2.97,7500.0,Bachelor,USA,Computer Science
Person165,3.63,8500.0,Master,UK,Business Administration
Person166,3.27,2500.0,Master,USA,Fine Arts
Person167,3.35,500.0,Master,UK,History
Person168,2.56,500.0,PhD,Canada,Computer Science
Person169,3.09,6500.0,Bachelor,USA,Electrical Engineering
Person170,3.49,4000.0,Bachelor,USA,Electrical Engineering
Person171,3.51,4000.0,Bachelor,Canada,Finance
Person172,3.22,4500.0,Master,Australia,Medical Science
Person173,2.64,1500.0,PhD,Australia,Medical Research
Person174,3.98,4500.0,PhD,Canada,History
Person175,2.63,3000.0,PhD,UK,Electrical Engineering
Person176,3.77,9500.0,Master,UK,History
Person177,3.11,1500.0,Bachelor,Australia,Physics
Person178,3.09,2500.0,Master,USA,Fine Arts
Person179,3.49,7500.0,Master,USA,Finance
Person180,2.71,6500.0,PhD,USA,Chemistry
Person181,2.93,8500.0,PhD,USA,Business Administration
Person182,2.96,4500.0,PhD,UK,Medical Science
Person183,2.58,3500.0,Master,USA,Medical Science
Person184,3.37,5000.0,Bachelor,Australia,Chemistry
Person185,3.52,4500.0,Bachelor,USA,Chemistry
Person186,3.43,5500.0,PhD,Canada,Physics
Person187,3.91,3500.0,Master,Australia,Medical Science
Person188,2.78,2000.0,Master,USA,Chemistry
Person189,3.09,9000.0,PhD,UK,Electrical Engineering
Person190,3.96,2000.0,PhD,Australia,Finance
Person191,3.22,2000.0,Master,UK,Chemistry
Person192,3.48,3500.0,Master,USA,Fine Arts
Person193,3.6,1000.0,Master,Canada,Medical Science
Person194,2.88,1500.0,Bachelor,Australia,Physics
Person195,2.73,2000.0,PhD,Australia,Electrical Engineering
Person196,3.74,500.0,Bachelor,USA,History
Person197,3.7,2500.0,Bachelor,UK,Chemistry
Person198,3.37,9000.0,Master,UK,Computer Science
Person199,3.24,4000.0,Master,USA,Fine Arts
Person200,3.97,3500.0,Bachelor,USA,Medical Science
Person201,2.82,9000.0,Bachelor,UK,History
Person202,3.78,3000.0,PhD,Canada,Computer Science
Person203,2.89,8000.0,PhD,Australia,Medical Science
Person204,3.92,6000.0,Bachelor,Australia,Finance
Person205,3.68,9000.0,PhD,USA,Fine Arts
Person206,3.16,8000.0,PhD,UK,Electrical Engineering
Person207,3.12,1000.0,Bachelor,UK,Electrical Engineering
Person208,3.04,4000.0,Master,Canada,Chemistry
Person209,3.58,5000.0,Master,Australia,Chemistry
Person210,3.8,8500.0,Master,Canada,Chemistry
Person211,2.66,4500.0,PhD,Australia,Chemistry
Person212,3.74,8500.0,Bachelor,USA,Chemistry
Person213,2.95,2000.0,Bachelor,Australia,Computer Science
Person214,2.89,2000.0,Bachelor,Australia,Medical Science
Person215,3.45,6000.0,Master,USA,History
Person216,2.62,4000.0,Master,Canada,History
Person217,3.43,3000.0,Bachelor,USA,History
Person218,3.99,4000.0,Master,USA,Medical Research
Person219,3.77,3500.0,Master,UK,Medical Science
Person220,2.8,2000.0,Master,Canada,Physics
Person221,2.68,1500.0,Master,Canada,Medical Science
Person222,3.91,7500.0,PhD,Canada,Business Administration
Person223,3.53,2000.0,Master,UK,Computer Science
Person224,3.88,7500.0,PhD,Australia,Finance
Person225,3.28,2000.0,Master,USA,Business Administration
Person226,3.9,1500.0,Master,USA,Finance
Person227,2.97,4000.0,Master,Australia,Fine Arts
Person228,3.56,4500.0,PhD,Canada,Finance
Person229,3.56,1000.0,Bachelor,UK,Fine Arts
Person230,2.72,8000.0,PhD,Canada,Business Administration
Person231,2.85,6000.0,Master,Canada,History
Person232,3.11,2500.0,Master,USA,Physics
Person233,3.04,1000.0,Bachelor,Canada,Chemistry
Person234,3.38,6000.0,Bachelor,Canada,Electrical Engineering
Person235,3.2,3000.0,Master,Australia,Medical Research
Person236,3.8,9500.0,PhD,UK,Computer Science
Person237,3.44,1000.0,PhD,UK,Medical Science
Person238,3.31,3500.0,Master,Australia,Business Administration
Person239,3.31,500.0,Master,Canada,Medical Research
Person240,3.59,500.0,Bachelor,USA,Physics
Person241,2.75,3000.0,PhD,Canada,Finance
Person242,3.17,8000.0,Bachelor,UK,Business Administration
Person243,3.91,9500.0,Master,Canada,Physics
Person244,3.39,2500.0,PhD,Canada,Physics
Person245,3.23,8000.0,Master,UK,History
Person246,3.84,5000.0,PhD,UK,Computer Science
Person247,2.93,5500.0,PhD,Canada,Medical Research
Person248,2.93,7500.0,PhD,UK,Electrical Engineering
Person249,3.44,8500.0,Bachelor,Australia,Physics
Person250,3.57,4000.0,PhD,USA,History
Person251,2.64,7500.0,PhD,UK,Medical Research
Person252,3.97,9000.0,PhD,UK,Finance
Person253,3.01,6500.0,Bachelor,Australia,Computer Science
Person254,3.84,3000.0,Master,UK,Electrical Engineering
Person255,3.6,3500.0,Bachelor,UK,Business Administration
Person256,2.73,5500.0,Bachelor,UK,Business Administration
Person257,2.6,2500.0,Bachelor,Australia,Business Administration
Person258,2.72,2500.0,PhD,Australia,Medical Research
Person259,3.25,2000.0,Master,UK,History
Person260,3.11,8000.0,Bachelor,UK,Medical Science
Person261,3.11,6000.0,Master,Canada,Chemistry
Person262,2.8,8000.0,Master,UK,Electrical Engineering
Person263,3.3,6500.0,Master,UK,Chemistry
Person264,3.55,8000.0,Master,Australia,History
Person265,2.67,7000.0,Bachelor,UK,Computer Science
Person266,3.9,4500.0,Bachelor,USA,History
Person267,2.88,4000.0,PhD,UK,Medical Research
Person268,3.14,7500.0,PhD,Australia,Physics
Person269,3.78,3000.0,PhD,Australia,History
Person270,2.67,500.0,Master,Australia,Medical Science
Person271,3.07,5000.0,Master,Canada,Business Administration
Person272,2.64,6000.0,Master,Australia,History
Person273,3.44,7500.0,PhD,Australia,Chemistry
Person274,2.7,3000.0,Bachelor,Australia,History
Person275,3.13,7500.0,Master,Australia,Fine Arts
Person276,3.68,6000.0,PhD,Australia,Computer Science
Person277,2.58,500.0,PhD,USA,Medical Science
Person278,2.55,3000.0,Bachelor,Canada,Computer Science
Person279,2.92,4500.0,PhD,USA,Medical Research
Person280,3.92,2500.0,PhD,Australia,Computer Science
Person281,2.89,2000.0,Master,Australia,Finance
Person282,3.56,1000.0,Master,UK,Physics
Person283,2.81,9000.0,Master,UK,Medical Science
Person284,2.54,9500.0,Bachelor,USA,Medical Research
Person285,2.73,7500.0,PhD,Canada,Chemistry
Person286,3.33,7000.0,Bachelor,Australia,Medical Research
Person287,3.41,6500.0,Master,UK,Business Administration
Person288,2.61,5000.0,Master,Canada,Physics
Person289,3.32,9000.0,Bachelor,Canada,Business Administration
Person290,2.55,3500.0,Master,USA,Chemistry
Person291,3.64,6500.0,Master,Canada,Medical Research
Person292,2.82,500.0,PhD,USA,History
Person293,2.52,7000.0,Master,Canada,Medical Research
Person294,3.77,4000.0,Master,USA,Medical Research
Person295,3.87,4000.0,Master,Canada,Computer Science
Person296,3.0,4000.0,Master,Australia,Business Administration
Person297,2.65,2000.0,Bachelor,USA,Medical Science
Person298,3.97,7500.0,PhD,USA,Medical Science
Person299,2.9,9500.0,PhD,USA,Business Administration
Person300,2.65,9500.0,Master,UK,Fine Arts
Person301,3.52,7000.0,PhD,USA,Medical Science
Person302,2.96,8000.0,PhD,Canada,Electrical Engineering
Person303,2.72,2000.0,PhD,UK,Electrical Engineering
Person304,3.82,6000.0,Bachelor,Canada,Fine Arts
Person305,2.69,9500.0,Master,UK,Electrical Engineering
Person306,2.68,500.0,Bachelor,UK,Physics
Person307,3.98,5500.0,PhD,Australia,Chemistry
Person308,3.08,8500.0,Master,UK,Business Administration
Person309,3.81,5500.0,Bachelor,USA,Finance
Person310,3.13,9500.0,Master,UK,Business Administration
Person311,3.67,7500.0,Bachelor,Australia,Medical Research
Person312,3.26,3500.0,PhD,Canada,History
Person313,3.16,4000.0,Master,Canada,Medical Science
Person314,3.35,8000.0,Master,USA,Computer Science
Person315,2.62,6500.0,PhD,Canada,Business Administration
Person316,2.74,9000.0,Bachelor,UK,Physics
Person317,3.59,7500.0,Bachelor,UK,Chemistry
Person318,3.6,5000.0,Master,USA,History
Person319,2.63,5500.0,Bachelor,Australia,Fine Arts
Person320,3.43,4500.0,PhD,USA,Physics
Person321,2.69,7500.0,Bachelor,Australia,Physics
Person322,3.98,9500.0,PhD,Canada,Chemistry
Person323,3.61,5500.0,PhD,Canada,Medical Science
Person324,2.72,6000.0,Master,Australia,History
Person325,3.71,6500.0,Bachelor,USA,Fine Arts
Person326,2.92,3500.0,PhD,UK,Medical Research
Person327,2.66,2500.0,Bachelor,Canada,Fine Arts
Person328,3.86,1500.0,Bachelor,USA,Chemistry
Person329,2.83,3000.0,PhD,USA,Finance
Person330,3.47,5500.0,Master,USA,Business Administration
Person331,2.86,6000.0,PhD,Canada,Fine Arts
Person332,2.88,8000.0,Bachelor,USA,Medical Science
Person333,3.98,1000.0,Bachelor,Canada,Medical Science
Person334,3.84,9000.0,PhD,USA,Business Administration
Person335,2.85,3000.0,Bachelor,Canada,Physics
Person336,3.35,6000.0,PhD,USA,History
Person337,2.6,4000.0,Bachelor,UK,Electrical Engineering
Person338,3.99,3500.0,Master,USA,Physics
Person339,3.36,7000.0,Bachelor,USA,Medical Science
Person340,2.58,2000.0,PhD,USA,History
Person341,2.62,2500.0,PhD,USA,Physics
Person342,3.53,3500.0,Master,UK,Computer Science
Person343,2.75,2000.0,PhD,USA,Business Administration
Person344,3.24,2500.0,Bachelor,UK,Computer Science
Person345,3.73,1000.0,Bachelor,USA,Business Administration
Person346,3.65,5000.0,PhD,Canada,Medical Science
Person347,2.59,1000.0,Master,UK,Business Administration
Person348,2.93,1000.0,PhD,UK,Business Administration
Person349,3.38,5500.0,PhD,UK,Medical Science
Person350,3.66,7500.0,PhD,UK,Electrical Engineering
Person351,3.08,2500.0,PhD,Australia,Electrical Engineering
Person352,3.89,500.0,Master,USA,Fine Arts
Person353,3.28,6000.0,Bachelor,Australia,Electrical Engineering
Person354,3.83,7000.0,Master,Canada,History
Person355,3.87,6000.0,Bachelor,Australia,Finance
Person356,2.52,1000.0,PhD,UK,Medical Science
Person357,3.65,1000.0,Master,Canada,Finance
Person358,3.85,2000.0,Master,UK,Business Administration
Person359,2.84,1500.0,Bachelor,USA,Medical Research
Person360,3.31,4000.0,Master,UK,Medical Science
Person361,3.99,6500.0,PhD,USA,History
Person362,4.0,7500.0,Bachelor,Australia,Medical Research
Person363,3.14,2500.0,Master,UK,Finance
Person364,2.61,7500.0,Bachelor,UK,Computer Science
Person365,3.57,500.0,Bachelor,Canada,Fine Arts
Person366,3.53,8500.0,Master,USA,Electrical Engineering
Person367,2.79,1000.0,PhD,USA,Medical Science
Person368,3.61,8500.0,Master,UK,History
Person369,3.44,3000.0,PhD,Canada,Business Administration
Person370,2.57,6000.0,Bachelor,Canada,Physics
Person371,3.43,6000.0,Master,USA,Finance
Person372,3.3,4000.0,Master,Australia,Fine Arts
Person373,2.68,4500.0,Master,Australia,Fine Arts
Person374,2.8,8000.0,PhD,Canada,History
Person375,3.12,1000.0,PhD,Canada,Electrical Engineering
Person376,2.88,4000.0,Bachelor,Canada,Physics
Person377,3.04,500.0,Bachelor,USA,Medical Research
Person378,3.75,3000.0,Bachelor,Australia,Finance
Person379,2.9,4500.0,Bachelor,Canada,Physics
Person380,2.9,3500.0,Master,USA,Medical Science
Person381,3.27,8500.0,Bachelor,USA,Computer Science
Person382,2.69,7000.0,Master,UK,Business Administration
Person383,2.67,2500.0,Master,USA,Chemistry
Person384,3.12,8500.0,Bachelor,Australia,Medical Research
Person385,3.35,5500.0,Master,Australia,Medical Science
Person386,3.39,500.0,PhD,Australia,Chemistry
Person387,2.91,9000.0,Master,USA,Fine Arts
Person388,3.55,6500.0,Bachelor,UK,Business Administration
Person389,2.65,1500.0,Master,Canada,Electrical Engineering
Person390,2.78,2500.0,Bachelor,Australia,Business Administration
Person391,3.31,8500.0,Bachelor,Canada,Electrical Engineering
Person392,3.71,4000.0,Master,UK,Business Administration
Person393,2.98,2000.0,PhD,Australia,History
Person394,3.2,3500.0,PhD,USA,Physics
Person395,3.45,500.0,PhD,Canada,Fine Arts
Person396,2.9,8000.0,PhD,Canada,Medical Research
Person397,3.95,3000.0,PhD,UK,Medical Science
Person398,2.98,9000.0,Master,USA,History
Person399,3.93,5500.0,Master,Canada,History
Person400,3.37,7500.0,PhD,USA,Chemistry
Person401,2.91,8500.0,Bachelor,Australia,Business Administration
Person402,3.26,8000.0,Bachelor,Australia,Computer Science
Person403,3.15,2000.0,PhD,Canada,Medical Research
Person404,3.24,8500.0,Master,USA,Physics
Person405,3.7,5500.0,Master,Australia,Fine Arts
Person406,3.6,1500.0,Bachelor,Canada,Electrical Engineering
Person407,3.67,1500.0,PhD,UK,Business Administration
Person408,3.32,9000.0,Master,USA,Finance
Person409,3.63,7000.0,PhD,Australia,Finance
Person410,3.5,5000.0,Master,Canada,History
Person411,3.57,1500.0,PhD,Australia,Medical Research
Person412,3.13,5500.0,Bachelor,USA,Medical Science
Person413,2.74,5000.0,Bachelor,UK,Fine Arts
Person414,2.63,3500.0,PhD,USA,Physics
Person415,3.81,8000.0,Master,Canada,Electrical Engineering
Person416,3.46,8000.0,Master,USA,Chemistry
Person417,2.51,4500.0,Master,UK,Electrical Engineering
Person418,3.76,8500.0,PhD,UK,Computer Science
Person419,3.53,3500.0,Master,USA,Physics
Person420,3.5,500.0,Master,Canada,Computer Science
Person421,3.18,4000.0,Master,Australia,Medical Science
Person422,3.61,8000.0,Bachelor,UK,Fine Arts
Person423,2.84,1000.0,Master,UK,History
Person424,3.02,4500.0,Bachelor,Australia,History
Person425,2.66,9000.0,PhD,UK,Computer Science
Person426,3.95,6000.0,Master,USA,Medical Science
Person427,2.99,8500.0,PhD,UK,Finance
Person428,3.4,2500.0,Bachelor,Canada,History
Person429,3.0,7500.0,Bachelor,Australia,Finance
Person430,3.44,2000.0,Master,Canada,Computer Science
Person431,2.84,6500.0,Master,Canada,History
Person432,3.71,9000.0,PhD,Canada,Chemistry
Person433,3.49,2000.0,Bachelor,Australia,Fine Arts
Person434,3.43,3500.0,Bachelor,UK,Medical Science
Person435,3.4,7500.0,Master,Canada,Business Administration
Person436,3.18,1000.0,PhD,Australia,Finance
Person437,2.98,500.0,PhD,Canada,Finance
Person438,3.59,7000.0,Master,USA,Finance
Person439,2.79,9000.0,Bachelor,UK,History
Person440,3.43,1000.0,PhD,Australia,Fine Arts
Person441,3.55,7000.0,Bachelor,Canada,Medical Science
Person442,3.8,9000.0,PhD,Australia,Medical Research
Person443,3.98,3000.0,PhD,USA,Computer Science
Person444,3.59,5500.0,Master,UK,Fine Arts
Person445,2.89,6000.0,PhD,Canada,Medical Science
Person446,2.92,4000.0,PhD,UK,Physics
Person447,3.3,4000.0,Bachelor,UK,Medical Science
Person448,3.94,5500.0,Bachelor,Canada,Fine Arts
Person449,3.86,1500.0,PhD,Australia,Medical Science
Person450,2.8,4500.0,Bachelor,Canada,Computer Science
Person451,2.98,7000.0,Master,Canada,Computer Science
Person452,3.98,7500.0,PhD,Canada,Business Administration
Person453,2.6,2500.0,Master,Australia,History
Person454,3.93,1500.0,Bachelor,UK,Medical Science
Person455,3.35,6500.0,PhD,UK,Physics
Person456,3.1,8500.0,PhD,Canada,Fine Arts
Person457,3.96,8000.0,PhD,UK,Medical Research
Person458,3.94,8500.0,Bachelor,Canada,Chemistry
Person459,3.96,9500.0,Master,Australia,Fine Arts
Person460,3.95,9000.0,Bachelor,Canada,Fine Arts
Person461,2.94,8500.0,Master,Canada,Finance
Person462,3.4,7500.0,Master,Australia,Computer Science
Person463,3.52,2000.0,Master,Australia,Fine Arts
Person464,2.94,9000.0,Master,UK,Medical Science
Person465,3.34,8500.0,Bachelor,UK,History
Person466,3.58,9500.0,Master,Canada,Medical Research
Person467,3.05,2500.0,PhD,UK,Chemistry
Person468,3.97,500.0,Master,UK,Finance
Person469,3.77,6500.0,Bachelor,Australia,Medical Research
Person470,3.62,2000.0,PhD,UK,Chemistry
Person471,2.66,5000.0,PhD,USA,History
Person472,3.35,9000.0,Master,UK,Computer Science
Person473,3.19,7000.0,Master,USA,Chemistry
Person474,3.71,4000.0,PhD,Canada,Medical Science
Person475,2.88,4000.0,Bachelor,Canada,Chemistry
Person476,2.91,9500.0,PhD,Canada,Finance
Person477,3.07,6000.0,PhD,Australia,Computer Science
Person478,2.78,3500.0,Master,USA,Fine Arts
Person479,3.32,1500.0,Bachelor,UK,Physics
Person480,3.88,7000.0,Master,UK,Finance
Person481,3.29,6500.0,PhD,UK,Chemistry
Person482,3.09,7000.0,PhD,USA,Medical Science
Person483,3.84,4500.0,Master,Australia,Medical Research
Person484,3.35,6500.0,Bachelor,Canada,Finance
Person485,3.39,500.0,Bachelor,Australia,Chemistry
Person486,3.62,2000.0,PhD,USA,Finance
Person487,3.23,6000.0,PhD,USA,Fine Arts
Person488,3.63,6000.0,Master,Australia,Electrical Engineering
Person489,2.9,1000.0,Master,Canada,Physics
Person490,3.24,8500.0,Master,Canada,Chemistry
Person491,3.17,8000.0,PhD,Australia,Computer Science
Person492,3.65,6500.0,Master,USA,Finance
Person493,3.54,6000.0,Bachelor,Canada,Medical Research
Person494,3.56,6500.0,Master,Canada,Medical Research
Person495,3.98,2500.0,Master,USA,Medical Science
Person496,3.45,500.0,PhD,Canada,Finance
Person497,3.47,1000.0,Master,UK,Finance
Person498,3.87,500.0,Master,Australia,History
Person499,3.34,8000.0,Bachelor,USA,Business Administration
